Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Tanzania,TZA,"Population ages 0-14, total",SP.POP.0014.TO,4445419,4568975,4698430,4841261,5002224,5179314,5368298,5566357,5769427,5979185,6200780,6434269,6676664,6929514,7198990,7482245,7775108,8078498,8394035,8720765,9049096,9373207,9696179,10026033,10350361,10666218,10973773,11271516,11560341,11833091,12098206,12361249,12624138,12902719,13209096,13522033,13826925,14149613,14500589,14870779,15263049,15673447,16101849,16554366,17040891,17563173,18107515,18658012,19208680,19751188,20288433,20822530,21365190,21939777,22543044,23163053,23800749,24464967,25136697,25795033,26445503,27100555,27771870,28461636
Uganda,UGA,"Population ages 0-14, total",SP.POP.0014.TO,3539281,3664709,3787680,3907242,4021119,4134583,4254502,4381522,4516449,4657509,4804349,4954174,5102546,5250938,5401490,5555962,5714086,5874014,6035918,6197414,6352590,6505388,6665902,6834854,7013770,7209380,7425011,7661179,7916201,8187333,8472970,8772943,9090953,9428219,9781183,10137282,10497076,10863675,11237658,11624016,12014446,12404465,12798998,13198068,13599463,14002864,14408196,14815408,15219661,15622719,16027726,16439675,16851425,17254289,17651085,18042457,18438496,18844081,19256735,19678044,20105205,20537133,20962891,21378767
Ukraine,UKR,"Population ages 0-14, total",SP.POP.0014.TO,11414655,11718284,11906394,12031933,12040360,11992566,11954045,11919809,11883079,11808164,11698231,11605817,11522240,11411115,11277625,11145086,11014527,10880955,10735435,10670111,10699560,10733430,10769746,10865166,10987796,11070408,11141607,11195602,11228420,11255946,11256311,11227433,11196133,11115152,10918955,10654121,10355883,10026566,9653631,9251263,8851420,8408688,7956553,7577592,7264103,6994996,6780747,6633333,6559158,6546358,6555691,6581703,6647529,6741566,6832206,6903659,6961083,6991751,6970999,6910673,6828625,6708795,6084136,5394112
Upper middle income,UMC,"Population ages 0-14, total",SP.POP.0014.TO,464313962,465677426,474408458,491841743,508906171,523666447,538318330,550336474,562424880,576071793,589070002,602220969,613417292,623987187,635984074,647580321,658171869,663265574,660467681,656705826,654724722,653574377,655002420,655115177,652851873,651353414,651512857,654124249,657459734,661548667,667375369,672379708,675597233,677959355,678810749,677898639,675226462,670169278,664261182,658075754,650565815,641238483,629739337,618041791,606839403,595399540,586306157,580650019,577368788,575587900,574562416,574529807,576496336,579450134,582555064,585073615,587408756,590421591,591809144,591026237,587655279,581529594,573079530,562875186
Uruguay,URY,"Population ages 0-14, total",SP.POP.0014.TO,697801,708206,718476,729039,739583,749055,757252,763952,768999,772436,774753,776268,777206,778580,781471,785974,791175,795411,797829,798733,798113,796714,795808,795607,795623,795700,796120,797009,797695,796902,794163,790428,787243,785170,784816,786612,789366,792175,794353,795706,795759,793902,790517,785470,779137,772902,766916,760661,754187,747155,739687,732242,725406,720050,715665,712188,708992,703686,695643,685385,673256,660033,646541,633077
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,56487092,57687902,58370017,58875572,59358259,59659039,59733126,59590642,59253849,58843920,58544445,58185947,57447492,56445106,55372221,54346018,53306010,52423929,51744224,51235400,50896633,50824820,50914843,51059534,51148941,51174963,51266298,51596469,52200410,52962375,53854122,54918516,55978544,56853066,57534061,58026753,58408567,58754702,59072027,59406829,59715268,59932560,60073742,60128901,60165605,60123913,60148924,60302866,60541016,60759284,60936971,61066320,61226188,61344758,61468765,61555247,61600838,61574709,61401359,61097084,60977275,60253996,59595011,58927062
Uzbekistan,UZB,"Population ages 0-14, total",SP.POP.0014.TO,3269314,3506925,3752422,3994001,4224215,4430186,4612044,4783904,4944209,5095478,5241165,5381785,5519147,5651965,5776230,5889241,5992589,6088923,6181037,6276320,6380540,6497657,6631310,6786247,6966094,7164523,7376283,7591518,7793049,7978608,8162091,8359518,8561601,8748424,8907511,9038724,9143366,9208564,9224521,9188006,9105806,8989613,8859217,8733158,8618210,8501604,8376748,8275646,8223363,8211785,8214214,8223041,8258978,8349489,8504074,8704556,8925275,9149083,9393961,9673146,9987131,10333946,10680229,11006246
St. Vincent and the Grenadines,VCT,"Population ages 0-14, total",SP.POP.0014.TO,41338,41933,42374,42646,42843,43086,43355,43624,43863,44075,44291,44536,44807,45061,45275,45429,45533,45615,45668,45616,45286,44714,44180,43801,43533,43309,43072,42814,42544,42267,41925,41327,40460,39578,38799,38089,37399,36737,36183,35873,35673,35179,34388,33558,32752,31955,31166,30383,29621,28891,28209,27574,26978,26406,25862,25349,24851,24343,23852,23400,23023,22704,22352,21933
"Venezuela, RB",VEN,"Population ages 0-14, total",SP.POP.0014.TO,3820852,3968751,4115884,4263447,4408977,4551484,4691077,4825068,4953468,5076180,5193347,5305484,5412490,5516043,5620481,5727831,5838219,5952152,6068872,6188058,6308704,6429418,6549755,6670332,6792421,6916442,7044851,7177448,7309459,7437642,7559579,7673525,7778126,7873024,7958795,8036655,8108504,8176008,8239280,8296888,8346710,8389908,8428553,8462437,8490404,8517461,8547288,8573135,8592272,8605058,8613669,8623470,8633695,8638041,8633651,8621373,8586229,8494743,8322793,8112935,7916339,7730576,7558453,7401740
British Virgin Islands,VGB,"Population ages 0-14, total",SP.POP.0014.TO,3412,3405,3385,3358,3347,3368,3403,3446,3514,3616,3702,3746,3779,3798,3807,3810,3807,3796,3784,3775,3793,3851,3916,3966,3996,4017,4038,4065,4112,4192,4304,4416,4505,4584,4660,4734,4819,4921,5038,5166,5298,5372,5364,5346,5364,5426,5533,5684,5883,6083,6108,6159,6305,6403,6512,6685,6468,6108,6259,6375,6312,6233,6089,5902
Virgin Islands (U.S.),VIR,"Population ages 0-14, total",SP.POP.0014.TO,13295,14161,14016,15608,15843,16844,17791,18696,20844,22023,23113,26407,28976,32295,34633,36392,37022,35689,36195,35417,35519,34428,33575,32950,32461,31999,31542,31080,30560,29924,30107,29856,29763,29761,29803,29805,29710,29541,29256,28820,28294,27691,27071,26441,25818,25193,24528,23905,23353,22933,22500,22106,21865,21630,21429,21049,20406,19667,18849,17975,17499,17455,17403,17331
Viet Nam,VNM,"Population ages 0-14, total",SP.POP.0014.TO,13367085,13962252,14546300,15191388,15727544,16151724,16575014,16938077,17241946,17527274,17805878,18128705,18421355,18695864,18967940,19239667,19630855,20051956,20408198,20760688,21144886,21590693,22094933,22627293,23160297,23664981,24092102,24415942,24659579,24912095,25202888,25488106,25733656,25912009,26003048,25991953,25864164,25610047,25236669,24771378,24300559,23889348,23539166,23223136,22883514,22481747,22135991,21931046,21812160,21667930,21499556,21431015,21488409,21679425,21975355,22270867,22684179,23241876,23658068,23845933,23920479,23939965,23858444,23688985
Vanuatu,VUT,"Population ages 0-14, total",SP.POP.0014.TO,28713,29699,30713,31727,32767,33862,34992,36150,37273,38358,39460,40591,41761,42967,44207,45478,46777,48099,49456,50257,50854,51927,53198,54604,56064,57555,59050,60532,62013,63493,64995,66571,68660,71517,73855,75277,76501,77518,78373,79148,80004,80972,81923,82829,83726,84628,85570,86646,87958,89487,91105,92883,94959,97312,99867,102517,105224,108127,111104,113883,116570,119169,121573,123721
World,WLD,"Population ages 0-14, total",SP.POP.0014.TO,1130020428,1147595058,1171007834,1203192195,1234385476,1262227650,1289322403,1313764324,1338408766,1364096950,1388719479,1413827352,1436782314,1459204835,1483012889,1506098648,1528071048,1544779661,1553955381,1563088421,1574993767,1588792803,1605956578,1622131889,1636191629,1651115666,1667601970,1686638016,1706593062,1727497612,1750648392,1771946205,1791723550,1810495754,1826371385,1839481470,1850660419,1858626715,1864454365,1869170892,1872410881,1874057149,1873916049,1873522766,1873092114,1872023732,1873684051,1879385960,1888237086,1899128416,1910350390,1922708303,1937380069,1952964737,1968291289,1982012213,1994760986,2007463251,2017647166,2024926526,2029248546,2028306865,2025115956,2019212681
Samoa,WSM,"Population ages 0-14, total",SP.POP.0014.TO,56311,58035,59972,62036,63901,65621,67272,68698,69898,70984,71938,72735,73357,73795,74545,75610,76407,76659,76539,76398,76242,76021,75287,74091,72907,71849,71088,70792,70690,70461,70148,69801,69485,69308,69347,69627,70268,71108,71879,72692,73562,74471,74795,74531,74336,74124,73886,73697,73658,73822,74198,74780,75217,75574,76171,76809,77543,78499,79565,80676,81807,82752,83491,83909
Kosovo,XKX,"Population ages 0-14, total",SP.POP.0014.TO,401508,411328,421138,430605,440348,450803,461686,472951,488079,507368,527231,541399,550271,559521,568723,578049,587766,597612,606874,615423,623792,631514,638597,645850,653327,661218,672125,686454,704453,722962,736662,743266,741913,737513,733204,728350,724519,719897,697560,662865,638233,620534,598940,575045,554717,537907,524874,516322,510252,505090,501032,496072,490102,484020,476157,463770,449405,437048,425704,414086,404572,395315,384526,374006
"Yemen, Rep.",YEM,"Population ages 0-14, total",SP.POP.0014.TO,2230054,2282540,2338309,2400836,2474684,2561659,2657875,2759327,2865538,2977061,3093896,3215365,3341774,3473161,3610299,3754645,3906984,4067361,4236078,4416567,4609902,4813251,5025806,5249401,5484643,5730446,5986496,6251667,6525301,6805661,7091488,7381862,7674750,7967497,8252368,8522950,8766657,8989299,9205922,9417551,9625048,9825324,10019629,10212365,10405733,10601902,10803998,11008762,11213807,11425996,11644628,11874393,12128371,12408706,12713172,13037931,13384324,13753014,14136065,14532621,14942528,15359109,15789127,16239297
South Africa,ZAF,"Population ages 0-14, total",SP.POP.0014.TO,6919946,7118803,7333277,7552040,7784316,8035549,8298528,8570995,8848880,9131003,9414174,9689692,9960328,10233320,10506302,10777214,11043772,11303139,11557321,11814466,12080793,12363869,12675819,13020192,13380968,13738054,14087527,14433515,14772058,15091627,15374351,15642356,15944935,16130065,16365422,16699616,16936815,17010615,16886828,16700942,16460833,16190505,15923569,15682427,15495598,15375680,15305962,15269384,15289925,15350836,15390825,15434793,15544259,15686327,15847081,16057590,16219997,16289760,16327501,16344966,16351330,16368027,16418735,16488886
Zambia,ZMB,"Population ages 0-14, total",SP.POP.0014.TO,1451253,1502322,1555617,1612633,1672064,1730540,1789312,1850403,1914147,1980490,2049188,2120660,2195278,2273065,2353684,2437569,2523788,2610903,2698270,2785161,2871231,2957457,3045758,3135747,3226302,3317334,3408954,3500143,3589942,3679199,3767711,3855819,3944680,4036160,4132974,4235876,4343670,4454763,4569273,4687827,4810630,4938193,5070780,5210497,5359933,5521423,5695067,5878766,6069346,6263551,6459492,6655129,6849522,7040702,7227125,7408879,7587552,7762979,7934437,8101056,8259275,8408617,8552648,8694765
Zimbabwe,ZWE,"Population ages 0-14, total",SP.POP.0014.TO,1803503,1874647,1950344,2031877,2106457,2171180,2237143,2305137,2375580,2448663,2520546,2592281,2669699,2753856,2843927,2936319,3029486,3113974,3175487,3245771,3428620,3629836,3763720,3902003,4039439,4173188,4302404,4447549,4589585,4695176,4778179,4847890,5006194,5110226,5068150,5039317,5018782,5002301,4996364,4990885,4977189,4969946,5003564,5075713,5154172,5229745,5310140,5394625,5489264,5608798,5748538,5897117,6035612,6151191,6241514,6310023,6365033,6411245,6452852,6496785,6549831,6614596,6686582,6752564
